1	ещё	еще	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1299.923#1300.23
194	тачке	тачка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1473.216#1473.431
195	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1473.431#1473.653
196	а	а	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1475.538#1475.768
197	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1475.768#1475.998
198	подвал	подвал	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1475.998#1476.228
199	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1476.228#1476.461
200	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1476.519#1476.752
201	арендуешь	арендовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1476.752#1476.985
202	дом	дом	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1476.985#1477.218
203	где-то	где-то	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1477.218#1477.451
204	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1477.451#1477.684
205	Подмосковье	Подмосковье	PROPN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1477.684#1477.917
206	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1477.917#1478.153
207	угу	угу	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1478.826#1479.015
208	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1479.015#1479.204
209	аа	а	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1479.204#1479.393
210	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1479.393#1479.582
211	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1479.582#1479.771
212	на	на	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1479.771#1479.96
213	газ	газ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1479.96#1480.149
214	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1480.149#1480.338
215	ездить	ездить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1480.338#1480.527
216	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1480.527#1480.716
217	надо	надо	PRED	_	_	_	_	_	@yad1986m-words#@yad1986m#1480.716#1480.905
218	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1480.905#1481.094
219	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1481.094#1481.283
220	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1481.283#1481.48
221	угу	угу	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1482.326#1482.923
222	какой	какой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1490.115#1490.306
223	у	у	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1490.306#1490.497
224	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1490.497#1490.688
225	рекорд	рекорд	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1490.688#1490.879
226	по	по	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1490.879#1491.07
227	тому	тот	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1491.07#1491.261
228	что	что	SCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1491.261#1491.452
229	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1491.452#1491.643
230	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1491.643#1491.834
231	вылезаешь	вылезать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1491.834#1492.025
232	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1492.025#1492.216
233	из	из	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1492.216#1492.407
234	своего	свой	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1492.407#1492.598
235	дома	дом	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1492.598#1492.789
236	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1492.789#1492.98
237	ну	ну	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1498.019#1498.249
238	бывало	бывать	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1498.249#1498.479
239	что	что	SCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1498.479#1498.709
240	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1498.709#1498.939
241	неделю	неделя	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1498.939#1499.169
242	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1499.169#1499.403
243	за	за	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1499.423#1499.65
244	пределы	предел	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#1499.65#1499.877
245	калитки	калитка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1499.877#1500.104
246	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1500.104#1500.331
247	выходил	выходить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1500.331#1500.558
248	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1500.558#1500.788
249	ага	ага	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1504.807#1505.403
250	и	и	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1508.038#1508.176
251	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1508.176#1508.314
252	москве	Москва	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1508.314#1508.452
253	тоже	тоже	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1508.452#1508.59
254	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1508.59#1508.73
255	мм	ммм	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1580.019#1580.257
256	залипаешь	залипать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1580.257#1580.495
257	ли	ли	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1580.495#1580.733
258	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1580.733#1580.971
259	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1580.971#1581.209
260	ютубчике	ютубчик	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1581.209#1581.447
261	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1581.447#1581.685
262	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1581.685#1581.923
263	какие	какой	DET	_	Case=Acc|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#1581.923#1582.161
264	сайты	сайт	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#1582.161#1582.399
265	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1582.399#1582.637
266	читаешь	читать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1582.637#1582.875
267	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1582.875#1583.113
268	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1583.113#1583.351
269	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1583.351#1583.589
270	ли	ли	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#1583.589#1583.827
271	у	у	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#1583.827#1584.065
272	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#1584.065#1584.303
273	телек...	телек	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#1584.303#1584.557
274	#недоумевает#	#недоумевает#	_	_	_	_	_	_	@yad1986m-words#@yad1986m#1588.923#1591.173
275	мм	ммм	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#1597.173#1597.603
276	букиных	Букины	PROPN	_	Animacy=Anim|Case=Nom|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#1597.603#1598.033
277	это...счастливы	счастливый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur|Variant=Short	_	_	_	@yad1986m-words#@yad1986m#1598.033#1598.463
278	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#1598.463#1598.893
279	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#1598.893#1599.326
280	охуеть	охуеть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#1610.211#1610.865
281	#смеется#	#смеется#	_	_	_	_	_	_	@aok1990m-words#@aok1990m#1308.788#1309.884
282	#смеется#	#смеется#	_	_	_	_	_	_	@aok1990m-words#@aok1990m#1312.788#1314.115
283	дома	дома	ADV	_	_	_	_	_	@aok1990m-words#@aok1990m#1315.442#1315.711
284	перехотел	перехотеть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1318.346#1319.249
285	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1319.884#1320.238
286	долго	долго	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1320.238#1320.592
287	ломался	ломать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@aok1990m-words#@aok1990m#1320.592#1320.946
288	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1320.946#1321.3
289	ехать	ехать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1321.3#1321.654
290	не	не	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1321.654#1322.008
291	ехать	ехать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1322.008#1322.362
292	/	/	PUNCT	_	_	_	_	_	@aok1990m-words#@aok1990m#1322.362#1322.716
293	[нрзб]	[нрзб]	_	_	_	_	_	_	@aok1990m-words#@aok1990m#1322.716#1323.07
294	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1323.07#1323.424
295	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1323.424#1323.778
296	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1323.778#1324.132
297	/	/	PUNCT	_	_	_	_	_	@aok1990m-words#@aok1990m#1324.132#1324.486
298	ну	ну	INTJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1324.486#1324.84
299	хули	хули	INTJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1324.84#1325.194
300	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1325.194#1325.548
301	там	там	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1325.548#1325.902
302	потерял	потерять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1325.902#1326.256
303	/	/	PUNCT	_	_	_	_	_	@aok1990m-words#@aok1990m#1326.256#1326.61
304	ну	ну	INTJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1326.61#1326.964
305	че	что	PRON	_	Case=Nom	_	_	_	@aok1990m-words#@aok1990m#1326.964#1327.318
306	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1327.318#1327.672
307	там	там	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1327.672#1328.026
308	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1328.026#1328.38
309	/	/	PUNCT	_	_	_	_	_	@aok1990m-words#@aok1990m#1328.38#1328.734
310	ебалом	ебало	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1328.734#1329.088
311	торговать	торговать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1329.088#1329.46
312	ммм	ммм	INTJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1330.076#1330.666
313	перехотел	перехотеть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1330.666#1331.256
314	/	/	PUNCT	_	_	_	_	_	@aok1990m-words#@aok1990m#1331.256#1331.846
315	передумал	передумать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1331.846#1332.436
316	/	/	PUNCT	_	_	_	_	_	@aok1990m-words#@aok1990m#1332.436#1333.026
317	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1333.026#1333.616
318	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1333.616#1334.211
319	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1334.942#1335.244
320	не	не	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1335.244#1335.546
321	горел	гореть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1335.546#1335.848
322	этим	это	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1335.848#1336.15
323	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1336.15#1336.452
324	и	и	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1336.452#1336.754
325	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1336.754#1337.056
326	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1337.056#1337.358
327	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1337.358#1337.66
328	в	в	ADP	_	_	_	_	_	@aok1990m-words#@aok1990m#1337.66#1337.962
329	раздумьях	раздумье	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@aok1990m-words#@aok1990m#1337.962#1338.264
330	как	как	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1338.264#1338.566
331	бы	бы	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1338.566#1338.868
332	ммм	ммм	INTJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1338.868#1339.17
333	мешкался	мешкать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@aok1990m-words#@aok1990m#1339.17#1339.472
334	мешкался	мешкать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@aok1990m-words#@aok1990m#1339.472#1339.774
335	потом	потом	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1339.774#1340.076
336	да	да	INTJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1340.076#1340.378
337	нахуй	нахуй	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1340.378#1340.68
338	хули	хули	INTJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1340.68#1340.982
339	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1340.982#1341.284
340	там	там	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1341.284#1341.586
341	потерял	терять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1341.586#1341.888
342	/	/	PUNCT	_	_	_	_	_	@aok1990m-words#@aok1990m#1341.888#1342.19
343	ну	ну	INTJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1342.19#1342.492
344	чё	что	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1342.492#1342.794
345	чё	что	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1342.794#1343.096
346	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1343.096#1343.398
347	там	там	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1343.398#1343.7
348	не	не	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1343.7#1344.002
349	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1344.002#1344.326
350	к...конечно	конечно	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1344.903#1345.18
351	всех	все	PRON	_	Animacy=Anim|Case=Acc|Number=Plur	_	_	_	@aok1990m-words#@aok1990m#1345.18#1345.457
352	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1345.457#1345.734
353	там	там	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1345.734#1346.011
354	не	не	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1346.011#1346.288
355	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1346.288#1346.565
356	и	и	CCONJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1346.565#1346.842
357	всё	всё	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1346.842#1347.119
358	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1347.119#1347.396
359	там	там	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1347.396#1347.673
360	не	не	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1347.673#1347.95
361	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1347.95#1348.227
362	/	/	PUNCT	_	_	_	_	_	@aok1990m-words#@aok1990m#1348.227#1348.504
363	но	но	CCONJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1348.504#1348.781
364	нахуй	нахуй	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1348.781#1349.058
365	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1349.058#1349.335
366	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1349.335#1349.612
367	видеть	видеть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1349.612#1349.889
368	/	/	PUNCT	_	_	_	_	_	@aok1990m-words#@aok1990m#1349.889#1350.166
369	зачем	зачем	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1350.166#1350.443
370	чтоб	чтобы	SCONJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1350.443#1350.72
371	ещё	еще	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1350.72#1350.997
372	больше	больше	ADV	_	Degree=Cmp	_	_	_	@aok1990m-words#@aok1990m#1350.997#1351.274
373	блять	блять	INTJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1351.274#1351.551
374	шугаться	шугаться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@aok1990m-words#@aok1990m#1351.551#1351.828
375	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1351.828#1352.105
376	потом	потом	ADV	_	Degree=Pos	_	_	_	@aok1990m-words#@aok1990m#1352.105#1352.382
377	по	по	ADP	_	_	_	_	_	@aok1990m-words#@aok1990m#1352.382#1352.659
378	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1352.659#1352.942
379	да	да	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1356.153#1356.538
380	да	да	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1357.134#1357.778
381	да	да	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1357.778#1358.423
382	да	да	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1358.423#1358.961
383	так	так	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1368.076#1368.365
384	не	не	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1368.365#1368.654
385	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1368.654#1368.943
386	такого	такой	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@aok1990m-words#@aok1990m#1368.943#1369.232
387	что	что	SCONJ	_	_	_	_	_	@aok1990m-words#@aok1990m#1369.232#1369.521
388	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aok1990m-words#@aok1990m#1369.521#1369.81
389	не	не	PART	_	_	_	_	_	@aok1990m-words#@aok1990m#1369.81#1370.099
390	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1370.099#1370.388
391	иметь	иметь	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@aok1990m-words#@aok1990m#1370.388#1370.677
392	с	с	ADP	_	_	_	_	_	@aok1990m-words#@aok1990m#1370.677#1370.966
